alignment_name	assembly	source_assembly	chain_origin	chain	chain_sha256	source_sizes	source_sizes_sha256	target_sizes	target_sizes_sha256
xenTro7	JGI_7.0/xenTro7	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/xenTro7.over.chain.gz	0f156c6ffe30a389d0952313234435b0ca43df506fdd071e5f72c94c4cf48d82	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/xenTro7.chrom.sizes	db7c9615428c7923b993efd798de511e8bded76d7d23708ba90cf6522ff3e784
latCha1	Broad/latCha1	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/latCha1.over.chain.gz	caa372f9c7f616d404c2b4263506965f46cb92259a7fb93786b2ab306cd4131a	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/latCha1.chrom.sizes	882434077086ea50251c09f118c8899609d13466c06881a7a52269c89a2c4453
oryLat2	MEDAKA1/oryLat2	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/oryLat2.over.chain.gz	22fb47edb97b640b8fcfe3edaff5484049a07fa25f23994d26bd44c12fdc8eb4	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/oryLat2.chrom.sizes	850a0385addc0be1826e64c44214ee38bbe7a16859d94b0e74d34daa77635bd9
astMex1	Astyanax_mexicanus-1.0.2/astMex1	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/astMex1.over.chain.gz	7e69232aa551d3eb300c7997785b7024d0eab1058b06a1269a4be9ea23eb0f47	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/astMex1.chrom.sizes	e355f7b9410946d7562b0bc5c0463194442d321144c4373f0977c55287b71726
oreNil2	oreNil1.1/oreNil2	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/oreNil2.over.chain.gz	50759a3e1a21de7b240040577d43d4fb5c7d64c46537b6c126e098c1d11fd7d1	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/oreNil2.chrom.sizes	9871049a96e270e21a774e1e2da3db4ae5908c7520e5004f8e1f2f2f3a8b1207
danRer10	Zv10/danRer10	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/danRer10.over.chain.gz	c5c28a192caa4fcd97a64d8e2f6e3e6cd5adf450077c6064cc7ff18cf830f6d8	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/danRer10.chrom.sizes	e45c8f52ca7b4338f2a4f3d47dac68f0e34a2353e14125479b25689434f0cf25
xipMac1	X_maculatus-4.4.2/xipMac1	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/xipMac1.over.chain.gz	99c9a3f0ac0b0bec6070d0387a17dc1719448942357a72c5aae1a2dd74508958	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/xipMac1.chrom.sizes	e1d26a19d0345d1ec701800f5caa5d334518bf28afee6b21cda228fddb63ea8b
gadMor1	GadMor_May2010/gadMor1	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/gadMor1.over.chain.gz	6954ea13bce5d9e48bb448bec3a439ae5aff0fcf04d46f11636cac17d63726ee	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/gadMor1.chrom.sizes	71f070887591ddc25c99fe70fa6e3716579107284ec763b7985f0ab3dbce9794
gasAcu1	Broad/gasAcu1	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/gasAcu1.over.chain.gz	ac3c43afce347c7f734b29c9c4417744f3c593b57d853403c24bfc3915cc4e33	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/gasAcu1.chrom.sizes	7e4bbe622935591303ac82d0d19674eaf3c5ea68fbef689fae4e26cbd631b6b6
lepOcu1	LepOcu1/lepOcu1	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/lepOcu1.over.chain.gz	c05858f069e91c19ac714ca613bc84b4f17c83351cd5587cf5958c6c826c4809	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/lepOcu1.chrom.sizes	4cae2f983c72df30f85cbc707041567537403dfae84da1ec7a115b03e21196ef
fr3	FUGU5/fr3	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/fr3.over.chain.gz	b6c50f7c6fea4f1dfbbb0ddb2fd39760949fc92d347dbda5d5b2d4af7da17029	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/fr3.chrom.sizes	780d36f178120f1004e52cbd0ed38660b5b2fe3206b3a6aab1a287a4f4dfc337
petMar2	WUGSC_7.0/petMar2	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/petMar2.over.chain.gz	8a1dc54ba01cd08acafc235b62a5db86f65bf2ccdde949028c936cefe597040c	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/petMar2.chrom.sizes	8cf0fe56a47472ed93955a54aefc898668eacf400181f67ea66769cd170e5718
